Title,Year,Rated,Runtime,Genre,Lead_1,Lead_1_Male,Lead_2,Lead_2_Male,Plot,Poster,Metascore,imdbID,BoxOffice
Mission: Impossible - Rogue Nation,2015,PG-13,131,Action,Tom Cruise,TRUE,Rebecca Ferguson,FALSE,"CIA chief Hunley (Baldwin) convinces a Senate committee to disband the IMF (Impossible Mission Force), of which Ethan Hunt (Cruise) is a key member. Hunley argues that the IMF is too reckless. Now on his own, Hunt goes after a shadowy and deadly rogue organization called the Syndicate.",https://ia.media-imdb.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg,75,tt2381249,154979949
Pitch Perfect 2,2015,PG-13,115,Comedy,Anna Kendrick,FALSE,Rebel Wilson,FALSE,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name and regain their status, the Bellas take on a seemingly impossible task: winning an International competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood, and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams once again.",https://ia.media-imdb.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_SX300.jpg,63,tt2848292,165744048
The Revenant,2015,R,156,Adventure,Leonardo DiCaprio,TRUE,Tom Hardy,TRUE,"While exploring the uncharted wilderness in 1823, legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack. When his hunting team leaves him for dead, Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt. Grief-stricken and fueled by vengeance, Glass treks through the wintry terrain to track down John Fitzgerald, the former confidant who betrayed and abandoned him.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2FmODc2N2QtYmY3MS00YTMwLWI2NGYtZWRmYWVkNjFjZmI0XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_SX300.jpg,76,tt1663202,183637894
Ant-Man,2015,PG-13,117,Action,Paul Rudd,TRUE,Michael Douglas,TRUE,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",https://ia.media-imdb.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,64,tt0478970,138002223
Home,2015,PG,94,Animation,Jim Parsons,TRUE,Rihanna,FALSE,"When Oh, a loveable misfit from another planet, lands on Earth and finds himself on the run from his own people, he forms an unlikely friendship with an adventurous girl named Tip who is on a quest of her own. Through a series of comic adventures with Tip, Oh comes to understand that being different and making mistakes is all part of being human. And while he changes her planet and she changes his world, they discover the true meaning of the word HOME.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,55,tt2224026,157801252
Hotel Transylvania 2,2015,PG,89,Animation,Adam Sandler,TRUE,Andy Samberg,TRUE,"The Drac pack is back for an all-new monster comedy adventure in Sony Pictures Animation's Hotel Transylvania 2! Everything seems to be changing for the better at Hotel Transylvania... Dracula's rigid monster-only hotel policy has finally relaxed, opening up its doors to human guests. But behind closed coffins, Drac is worried that his adorable half-human, half-vampire grandson, Dennis, isn't showing signs of being a vampire. So while Mavis is busy visiting her human in-laws with Johnny - and in for a major cultural shock of her own - ""Vampa"" Drac enlists his friends Frank, Murray, Wayne and Griffin to put Dennis through a ""monster-in-training"" boot camp. But little do they know that Drac's grumpy and very old, old, old school dad Vlad is about to pay a family visit to the hotel. And when Vlad finds out that his great-grandson is not a pure blood - and humans are now welcome at Hotel Transylvania - things are going to get batty!",https://ia.media-imdb.com/images/M/MV5BMjEzNzc4NzEyMV5BMl5BanBnXkFtZTgwMTAxMDQ2NTE@._V1_SX300.jpg,44,tt2510894,169700110
Fifty Shades of Grey,2015,R,125,Drama,Dakota Johnson,FALSE,Jamie Dornan,TRUE,"When Anastasia Steele, a literature student, goes to interview the wealthy Christian Grey as a favor to her roommate Kate Kavanagh, she encounters a beautiful, brilliant and intimidating man. The innocent and naive Ana starts to realize she wants him. Despite his enigmatic reserve and advice, she finds herself desperate to get close to him. Not able to resist Ana's beauty and independent spirit, Christian Grey admits he wants her too, but on his own terms. Ana hesitates as she discovers the singular tastes of Christian Grey - despite the embellishments of success, his multinational businesses, his vast wealth, and his loving family, Grey is consumed by the need to control everything.",https://ia.media-imdb.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,46,tt2322441,189859585
The SpongeBob Movie: Sponge Out of Water,2015,PG,92,Animation,Tom Kenny,TRUE,Antonio Banderas,TRUE,"During a fight between the Krusty Krab and Plankton, the secret formula disappears and all of Bikini Bottom goes into a terrible apocalypse. The Bikini Bottomites go crazy and they all believe that Spongebob and Plankton stole the secret formula. The two new teammates create a time machine to get the secret formula before it disappears and also go to some weird places along the way including a time paralex where they meet a time wizard named Bubbles who is a dolphin. The two later get to the time when the formula disappeared and take it back to the present day time. They then realized that it's a fake formula Plankton made when he was taking the real one and the Bikini Bottomites try to destroy Spongebob (Plankton runs away) Spongebob smells Krabby patties and so does everyone else so the Bikini Bottomites follow it (instead of destroying Spongebob) and they arrive at the bank of the surface. Everyone except Spongebob, Patrick, Mr. Krabs, Squidward, Sandy, and a stowaway Plankton go back home while the six characters that stayed are greeted by Bubbles who takes them to the surface where a pirate is selling Krabby Patties. The team learns that they can write in a magic book and it'll make whatever they write in it become true. They decide to turn themselves into superheroes and battle the pirate. Meanwhile, Plankton writes himself as a superhero too.",https://ia.media-imdb.com/images/M/MV5BMjYyNDczNTE0MF5BMl5BanBnXkFtZTgwNjkzNDYxMzE@._V1_SX300.jpg,62,tt2279373,162994032
Straight Outta Compton,2015,R,147,Biography,O'Shea Jackson Jr.,TRUE,Corey Hawkins,TRUE,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music. Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels-armed only with their lyrics, swagger, bravado and raw talent-stood up to the authorities that meant to keep them down and formed the world's most dangerous group, N.W.A. And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,72,tt1398426,129402415
San Andreas,2015,PG-13,114,Action,Dwayne Johnson,TRUE,Carla Gugino,FALSE,"In San Andreas, California is experiencing a statewide earthquake that goes on record as easily the biggest earthquake in history. Dwayne Johnson plays Ray Gaines, a helicopter rescue pilot for the Los Angeles Fire Department, who is trying to find his daughter, Blake (Alexandra Daddario), who is in San Francisco amidst the chaos. Ray's estranged wife, Emma, is forced to turn to Ray for help, as he is her last resort. Together they journey to save their daughter.",https://ia.media-imdb.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,43,tt2126355,127666001
Mad Max: Fury Road,2015,R,120,Action,Tom Hardy,TRUE,Charlize Theron,FALSE,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and almost everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTY2MTlhMTItZGFiOS00ZGM5LTlhYjUtZWU4NmZmOWJmNzc0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,90,tt1392190,129483877
Daddy's Home,2015,PG-13,96,Comedy,Will Ferrell,TRUE,Mark Wahlberg,TRUE,"Stepfather Brad Whitaker is hoping for his stepchildren to love him and treat him like a dad. All is going well until the biological father, Dusty Mayron, shows up, then everything takes a toll. His stepchildren start putting him second and their father first, and now Dusty will have to learn that being a good dad is about pains and struggles. Brad will also experience once again what it's like to be a stepdad.",https://ia.media-imdb.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,42,tt1528854,150357137
The Divergent Series: Insurgent,2015,PG-13,119,Action,Shailene Woodley,FALSE,Ansel Elgort,TRUE,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side. ,"https://ia.media-imdb.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",42,tt2908446,130179072
The Peanuts Movie,2015,G,88,Animation,Noah Schnapp,TRUE,Bill Melendez,TRUE,"Charlie Brown, Snoopy, and the whole gang are back in a heartwarming story. A new girl with red hair moves in across the street, and Charlie Brown falls in love. Now he tries to impress the red haired girl to make her feel like he's a winner, but Charlie Brown just can't do anything right. At the same time, Snoopy is writing a love story about his continuing battles with The Red Baron. Then Charlie Brown has accomplished something never done before. He gets a perfect score on his standardized test, but there has been a mistake. Should he tell the truth and risk losing all of his newfound popularity? Can Charlie Brown get the girl to love him or will he go back to being a nothing?",https://ia.media-imdb.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_SX300.jpg,67,tt2452042,106132048
Kingsman: The Secret Service Revealed,2015,R,88,Documentary,Geoff Bell,TRUE,Sofia Boutella,FALSE,A documentary on Kingsman: The Secret Service.,https://ia.media-imdb.com/images/M/MV5BZmVhMWIxN2UtNGI4OC00ZWRlLTliYWItYTI5ZTcyOWQ1OTlmXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,44,tt5026378,100234838
The Good Dinosaur,2015,PG,93,Animation,Jeffrey Wright,TRUE,Frances McDormand,FALSE,"""The Good Dinosaur"" asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? In this epic journey into the world of dinosaurs, an Apatosaurus named Arlo makes an unlikely human friend. While traveling through a harsh and mysterious landscape, Arlo learns the power of confronting his fears and discovers what he is truly capable of.",https://ia.media-imdb.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg,66,tt1979388,123087120
Spy,2015,R,119,Action,Melissa McCarthy,FALSE,Rose Byrne,FALSE,"Susan Cooper is an unassuming, deskbound CIA analyst, and the unsung hero behind the Agency's most dangerous missions. But when her partner falls off the grid and another top agent is compromised, she volunteers to go deep undercover to infiltrate the world of a deadly arms dealer, and prevent a global crisis.",https://ia.media-imdb.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg,75,tt3079380,89914425
Trainwreck,2015,R,125,Comedy,Amy Schumer,FALSE,Bill Hader,TRUE,"Despite having a love/hate relationship with her scoundrel of a father Gordon Townsend, the one thing Amy Townsend has grown up believing from him is that monogamy isn't realistic, he and Amy's mom who broke up due to infidelity when Amy was young. As such, she gets drunk and stoned frequently in her pursuit of indiscriminate sex, with an unstated rule that there is no sleeping over once the sex is over. Her current ""boyfriend"", Steven, believes they are exclusive, not knowing that she sleeps with other men. Working at sensationalistic magazine S'nuff under head sensationalist Dianna, Amy is in line for a promotion, she certain to get it if her next story meets Dianna's scrutiny. That story is a profile of sports doctor to the stars, Dr. Aaron Conners, it despite Amy knowing nothing about sports. To Amy's amazement, Aaron wants to date her following their first sexual encounter, his sexual history in terms of quantity which is in extreme contrast to her own. Also to her amazement, she kind of wants to date him, the entire ritual of being the one person in another person's life a foreign concept to her. The road to a happy ending for the two is not guaranteed as their very different sexual histories and very different perspectives on sexual life may make them incompatible despite truly liking each other as people. Ensuring that his man Aaron is happy and doesn't get hurt in the process is someone who seems to take Aaron's personal life even more to heart than he does: LeBron James.",https://ia.media-imdb.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,75,tt3152624,110212700
Creed,2015,PG-13,133,Drama,Michael B. Jordan,TRUE,Sylvester Stallone,TRUE,"Adonis Johnson is the son of the famous boxing champion Apollo Creed, who died in a boxing match in Rocky IV (1985). Adonis wasn't born until after his father's death and wants to follow his fathers footsteps in boxing. He seeks a mentor who is the former heavyweight boxing champion and former friend of Apollo Creed, the retired Rocky Balboa. Rocky eventually agrees to mentor Adonis. With Rocky's help they hope to get a title job to face even deadlier opponents than his father. But whether he is a true fighter remains to be seen....",https://ia.media-imdb.com/images/M/MV5BODg5NDM1MDI4NF5BMl5BanBnXkFtZTgwMzg0MzQxNzE@._V1_SX300.jpg,82,tt3076658,81157671
Tomorrowland,2015,PG,130,Action,George Clooney,TRUE,Britt Robertson,FALSE,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",https://ia.media-imdb.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg,60,tt1964418,71526443
Get Hard,2015,R,100,Comedy,Will Ferrell,TRUE,Kevin Hart,TRUE,"Kevin Hart plays the role of Darnell--a family man desperate to get enough money to buy a house in a better area to benefit his family's well-being. He is hired by James (Will Ferrell), a wimpy stock trader who is about to go to prison for 10 years, to prepare him for life behind bars. The catch is that James thinks Darnell is an ex-con--not because Darnell told him that, but because James just assumed.",https://ia.media-imdb.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,34,tt2561572,90411453
Terminator Genisys,2015,PG-13,126,Action,Arnold Schwarzenegger,TRUE,Jason Clarke,TRUE,"When John Connor (Jason Clarke), leader of the human resistance, sends Sgt. Kyle Reese (Jai Courtney) back to 1984 to protect Sarah Connor (Emilia Clarke) and safeguard the future, an unexpected turn of events creates a fractured time-line. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian (Arnold Schwarzenegger), dangerous new enemies, and an unexpected new mission: To reset the future...",https://ia.media-imdb.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,38,tt1340138,75614989
Taken 3,2015,NA,108,PG-13,Liam Neeson,TRUE,Forest Whitaker,TRUE,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name. ","https://ia.media-imdb.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",26,tt2446042,89256424
Sisters,2015,R,118,Comedy,Amy Poehler,FALSE,Tina Fey,FALSE,"Sisters Kate and Maura Ellis are summoned home to clean out their childhood bedroom before their parents sell the family house, much to their dismay. Looking to recapture their glory days, they throw one final high-school-style party for their classmates, which turns into the cathartic rager that a bunch a ground-down adults really need.",https://ia.media-imdb.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,58,tt1850457,66652373
Alvin and the Chipmunks: The Road Chip,2015,PG,92,Animation,Jason Lee,TRUE,Justin Long,TRUE,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NjQyNTkyOF5BMl5BanBnXkFtZTgwNzA3OTUyNzE@._V1_SX300.jpg,33,tt2974918,66580191
Maze Runner: The Scorch Trials,2015,PG-13,131,Action,Dylan O'Brien,TRUE,Kaya Scodelario,FALSE,"The second chapter of the epic ""Maze Runner"" saga. Thomas (Dylan O'Brien) and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD's vastly superior forces and uncover its shocking plans for them all.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,43,tt4046784,81670090
Ted 2,2015,R,115,Comedy,Mark Wahlberg,TRUE,Seth MacFarlane,TRUE,"Months after John's divorce, Ted and Tami-Lynn's marriage seems on the same road. To patch things up, Ted and Tami-Lynn plan to have a child with John's help, but their failed efforts backfire disastrously. Namely, Ted is declared property by the government and he loses all his civil rights. Now, Ted must fight a seemingly hopeless legal battle with an inexperienced young lawyer to regain his rightful legal status. Unfortunately, between Ted's drunken idiocies and sinister forces interested in this situation to exploit him, Ted's quest has all the odds against him.",https://ia.media-imdb.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,48,tt2637276,63883740
Goosebumps,2015,PG,103,Adventure,Jack Black,TRUE,Dylan Minnette,TRUE,"First this is all about monsters and any kind of supernatural .After going to a new small town,the teenager boy Zach Cooper (Dylan Minnette) he meets the beautiful girl, Hannah (Odeya Rush), living right next door. But every silver lining has a cloud, and Zach's comes when he learns that Hannah has a mysterious dad who is revealed to be R. L. Stine (Jack Black), the author of the bestselling Goosebumps series. It turns out that there is a reason why Stine is so strange... he is a prisoner of his own imagination - the monsters that his books made famous are real, and Stine protects his readers by keeping them locked up in their books. Zach unintentionally unleashes the monsters from their manuscripts and they begin to terrorize the town, it's suddenly up to Stine, Zach, Hannah, and Zach's friend Champ (Ryan Lee) they all do their best to back all of the monsters in the book.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,60,tt1051904,76079946
Pixels,2015,PG-13,105,Action,Adam Sandler,TRUE,Kevin James,TRUE,"Sam Brenner, Will Cooper, Ludlow Lamonsoff, and Eddie ""The Fire Blaster"" Plant all played classic arcade video games as teenagers. But now they have to use their skills to try to save the world from aliens. The aliens watched video feeds that they thought was a declaration of war. So they send down the classic arcade games to destroy earth. They also get help from a military specialist. They have three lives and if all three get used then earth will be destroyed, and every time they lose a live the aliens take someone's life. Who will win, us or the aliens? It's an all-out battle to save our planet and everyone on it.",https://ia.media-imdb.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,27,tt2120120,66412009
Paddington,2015,PG,95,Animation,Hugh Bonneville,TRUE,Sally Hawkins,FALSE,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven. ","https://ia.media-imdb.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_UX182_CR0,0,182,268_AL_.jpg",77,tt1109624,76223578
The Intern,2015,PG-13,121,Comedy,Robert De Niro,TRUE,Anne Hathaway,FALSE,"A retired 70-year-old widower, Ben (played by Robert De Niro), is bored with retired life. He applies to a be a senior intern at an online fashion retailer and gets the position. The founder of the company is Jules Ostin (Anne Hathaway), a tireless, driven, demanding, dynamic workaholic. Ben is made her intern, but this is a nominal role - she doesn't intend to give him work and it is just window dressing. However, Ben proves to be quite useful and, more than that, a source of support and wisdom.",https://ia.media-imdb.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_SX300.jpg,51,tt2361509,60886513
Bridge of Spies,2015,PG-13,142,Drama,Tom Hanks,TRUE,Mark Rylance,TRUE,"In the cold war, a lawyer, James B. Donovan is recruited by the CIA and involved in an intense negotiation mission to release and exchange a CIA U-2 spy-plane pilot, Francis G. Powers. The pilot was arrested alive after his plane was shot down by the Soviet Union during a mission and stays in the company of a KGB intelligence officer, Rudolf Abel, who was arrested for espionage in the US.",https://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,81,tt3682448,72313754
Paul Blart: Mall Cop 2,2015,PG,94,Action,Kevin James,TRUE,Raini Rodriguez,FALSE,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",https://ia.media-imdb.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_SX300.jpg,13,tt3450650,71038190
